sentence_incorrect,sentence_correct,wrong,correct
"Cine vrea, îi eutanasiază",Cine vrea îi eutanasiază,"vrea,",vrea
care vroiau,care voiau,vroiau,voiau
Oamenii cumsecade care vor să muncească dar nu-și găsesc de lucru.,"Oamenii cumsecade care vor să muncească, dar nu-și găsesc de lucru.",muncească,"muncească,"
"și vom avea, să zicem, un indiciu, a faptului că ne","și vom avea, să zicem, un indiciu, al faptului că ne",a,al
Prețurile vor exploda cu minim 5−7%,Prețurile vor exploda cu minimum 5−7%,minim,minimum
Alți cinci angajași sunt audiați de procurori,Alți cinci angajați sunt audiați de procurori,angajași,angajați
în care animalele trebuiesc omorâte,în care animalele trebuie omorâte,trebuiesc,trebuie
înțeleg că acasă la mine au fost douăzeci și unu de persoane,înțeleg că acasă la mine au fost douăzeci și una de persoane,unu,una
doar de aceasta muncește,doar de aceea muncește,aceasta,aceea
vor reprezenta țara la Parlamentul European,vor reprezenta țara în Parlamentul European,la,în
"Una dintre aripi, a căzut",Una dintre aripi a căzut,"aripi,",aripi
Pe lângă faptul că trebuie să aibe un cazier curat,Pe lângă faptul că trebuie să aibă un cazier curat,aibe,aibă
"Există și produse – spre exemplu, această franzelă – care nu conține niciun fel de aditiv","Există și produse – spre exemplu, această franzelă – care nu conțin niciun fel de aditiv",conține,conțin
zice un ascultător pă SMS,zice un ascultător prin SMS,pă,prin
dumneavoastră veniseți la o înmormântare,dumneavoastră veniserăți la o înmormântare,veniseți,veniserăți
artiștii vroiau să scoată,artiștii voiau să scoată,vroiau,voiau
oamenii care vroiau să muncească,oamenii care voiau să muncească,vroiau,voiau
Puterea și Opoziția ajunsese la un,Puterea și Opoziția ajunseseră la un,ajunsese,ajunseseră
"Președintele Comisiei Europene, Jose Barroso va reorganiza portofoliile în viitoarea echipă","Președintele Comisiei Europene, Jose Barroso, va reorganiza portofoliile în viitoarea echipă",Barroso,"Barroso,"
vor să renuțe,vor să renunțe,renuțe,renunțe
Simona Senzual speră că după ce va lua final tămbălăul,Simona Senzual speră că după ce va lua sfârșit tămbălăul,final,sfârșit
Să vă trăiasă familia!,Să vă trăiască familia!,trăiasă,trăiască
proprietarul celor două mașini lovite vroia să meargă să le asigure,proprietarul celor două mașini lovite voia să meargă să le asigure,vroia,voia
propunerea USL la Cameră Deputaților se așteptă la revocarea (...),propunerea USL la Camera Deputaților se așteptă la revocarea (...),Cameră,Camera
Vă trimeteți copiii la prostituție,Vă trimiteți copiii la prostituție,trimeteți,trimiteți
"au ieșit foarte mulți din Ardeal, Harghita și Covasna s-a situat printre...","au ieșit foarte mulți din Ardeal, Harghita și Covasna s-au situat printre...",s-a,s-au
pune degetul pe i,pune punctul pe i,degetul,punctul
O așteptați pe asta e gustoasă?,"O așteptați pe asta, e gustoasă?",asta,"asta,"
jefuită la meciului cu Franța,jefuită la meciul cu Franța,meciului,meciul
suntem în a doua parte a ședinței dedicată...,suntem în a doua parte a ședinței dedicate...,dedicată...,dedicate...
Dacă vor apare elemente noi,Dacă vor apărea elemente noi,apare,apărea
"Regal, poate însemna altceva de la mireasă la mireasă",Regal poate însemna altceva de la mireasă la mireasă,"Regal,",Regal
Fără să fie ceva incriminatoriu,Fără să fie ceva incriminator,incriminatoriu,incriminator
În urma unei lovituri libere executată de...,În urma unei lovituri libere executate de...,executată,executate
Mai sunt decât câteva minute,Mai sunt numai câteva minute,decât,numai
Ați servit masa de prânz deja?,Ați luat masa de prânz deja?,servit,luat
vroiați să vă îmbogățiți,voiați să vă îmbogățiți,vroiați,voiați
Bloc evacuat în Targu Mureș,Bloc evacuat în Târgu Mureș,Targu,Târgu
asta vroiam să vă spun,asta voiam să vă spun,vroiam,voiam
Orice revoluție are victimile ei,Orice revoluție are victimele ei,victimile,victimele
câtigă 5000 de euro,câștigă 5000 de euro,câtigă,câștigă
Arată mai bine ca cel al unei femei,Arată mai bine decât cel al unei femei,ca,decât
În cazul unei colege de clasă a elevei depistată pozitiv săptămâna trecută,În cazul unei colege de clasă a elevei depistate pozitiv săptămâna trecută,depistată,depistate
"Dar, avea probleme?",Dar avea probleme?,"Dar,",Dar
"unii, mai-mai că i-a dezbrăcat.","unii, mai-mai că i-au dezbrăcat.",i-a,i-au
Libanul paralizat de greve,"Libanul, paralizat de greve",Libanul,"Libanul,"
Doamnelor puteți mânca pâine!,"Doamnelor, puteți mânca pâine!",Doamnelor,"Doamnelor,"
O serie de puteri cu care sunt investiți,O serie de puteri cu care sunt învestiți,investiți,învestiți
dragostea de mamă care este unicată,dragostea de mamă care este unicat,unicată,unicat
ca să aibe oameni mulți,ca să aibă oameni mulți,aibe,aibă
Ștefănescu lansat în luptă,"Ștefănescu, lansat în luptă",Ștefănescu,"Ștefănescu,"
te-ai săturat (...) să fi grăbit,te-ai săturat (...) să fii grăbit,fi,fii
Așa e mă!,"Așa e, mă!",e,"e,"
Ar fi putut să le aibe,Ar fi putut să le aibă,aibe,aibă
și nu mai vroiau cu niciun chip să coboare,și nu mai voiau cu niciun chip să coboare,vroiau,voiau
de-asta și vroiam să...,de-asta și voiam să...,vroiam,voiam
PDL: Nu mergeți la vot,PDL: Nu mergeți la vot!,vot,vot!
era doisprezece noaptea,era douăsprezece noaptea,doisprezece,douăsprezece
"inversarea aceasta a PH- ului, după aceste ședințe de magnetoterapie, au făcut ca...","inversarea aceasta a PH- ului, după aceste ședințe de magnetoterapie, a făcut ca...",au,a
că nici ei nu prea vroiau treaba asta,că nici ei nu prea voiau treaba asta,vroiau,voiau
În România există peste doisprezece mii de oameni,În România există peste douăsprezece mii de oameni,doisprezece,douăsprezece
"s-a salvat la acel moment și partidul, și președintele","s-au salvat la acel moment și partidul, și președintele",s-a,s-au
"va fi un spectacol în tribune, sperăm să fie precedată și de unul în teren","va fi un spectacol în tribune, sperăm să fie precedat și de unul în teren",precedată,precedat
Sunt jucători foarte buni dar extrem de scumpi,"Sunt jucători foarte buni, dar extrem de scumpi",buni,"buni,"
"România este pe primul loc, în ceea ce privește",România este pe primul loc în ceea ce privește,"loc,",loc
Așează-te bine!,Așază-te bine!,Așează-te,Așază-te
care vor bloca mâine întreg centru al Bucureștiului,care vor bloca mâine întregul centru al Bucureștiului,întreg,întregul
Oamenii sunt atât de sătuli și de scârbiți,Oamenii sunt atât de sătui și de scârbiți,sătuli,sătui
"Bogdan Stancu, ce a înregistrat două ratări incredibile","Bogdan Stancu, care a înregistrat două ratări incredibile",ce,care
Chemați-l vă rog frumos,"Chemați-l, vă rog frumos",Chemați-l,"Chemați-l,"
Ce se întâmplă doctore?,"Ce se întâmplă, doctore?",întâmplă,"întâmplă,"
O să trebuiască să plec și să îmi las animalele dar ce să fac.,"O să trebuiască să plec și să îmi las animalele, dar ce să fac.",animalele,"animalele,"
De ce îl reorganizăm din nou,De ce îl organizăm din nou,reorganizăm,organizăm
vom avea doisprezece regiuni,vom avea douăsprezece regiuni,doisprezece,douăsprezece
vroiați bani sau alimente?,voiați bani sau alimente?,vroiați,voiați
tu vroiai să fie șofer,tu voiai să fie șofer,vroiai,voiai
riscurile administrării unei plante modificată genetic,riscurile administrării unei plante modificate genetic,modificată,modificate
Din familiile au mai rămas câte un singur exemplar,Din familiile a mai rămas câte un singur exemplar,au,a
trebuiesc circa douăsprezece până la paisprezece ore,trebuie circa douăsprezece până la paisprezece ore,trebuiesc,trebuie
dumneavoastră însăvă spuneți,dumneavoastră însevă spuneți,însăvă,însevă
6 nominalizați din mulți mai mulți câți au fost la început,6 nominalizați din mult mai mulți câți au fost la început,mulți,mult
concurenții au profitat la maxim de,concurenții au profitat la maximum de,maxim,maximum
"Oficialul german a ajuns în urmă cu puțin timp în capitala Greciei, unde a fost primită de...","Oficialul german a ajuns în urmă cu puțin timp în capitala Greciei, unde a fost primit de...",primită,primit
vor apare contestații,vor apărea contestații,apare,apărea
Inițial li s-a spus că vor sta acolo maxim trei săptămâni,Inițial li s-a spus că vor sta acolo maximum trei săptămâni,maxim,maximum
"în septembrie, când această revenire economică se va simți ceva mai tangibil","în septembrie, când această revenire economică se va simți ceva mai bine",tangibil,bine
vrea să sudieze în Marea Britanie,vrea să studieze în Marea Britanie,sudieze,studieze
...suntem reprezentați în europa de acești vampiri,...suntem reprezentați în Europa de acești vampiri,europa,Europa
lapovița și ninsoarea va cădea începând din această seară,lapovița și ninsoarea vor cădea începând din această seară,va,vor
vor sfârâi pe grătare și niște hotdog,vor sfârâi pe grătare și niște hotdogi,hotdog,hotdogi
a ales două vinuri finaliste din cele participante la concurs,a ales două vinuri finaliste dintre cele participante la concurs,din,dintre
"Haideți, vă rog, în mașină, da-ți două-trei rânduri","Haideți, vă rog, în mașină, dați două-trei rânduri",da-ți,dați
puteați să folosiți un pahar dacă vroiați să beți apă?,puteați să folosiți un pahar dacă voiați să beți apă?,vroiați,voiați
Câte raiduri trebuiesc?,Câte raiduri trebuie?,trebuiesc?,trebuie?
ar fi timpul la o ecologizare generală și în fotbal,ar fi timpul pentru o ecologizare generală și în fotbal,la,pentru
Se poartă tipii grizonați,Se poartă tipii grizonanți,grizonați,grizonanți
Produsul este diponibil și in farmaciile selectate,Produsul este diponibil și în farmaciile selectate,in,în
Vor depune plângeri la reprezentantele diplomatice,Vor depune plângeri la reprezentanțele diplomatice,reprezentantele,reprezentanțele
"Cu un salariu part-time de 300 de euro se poate acoperi chiria și, cu puțin noroc, întreținerea","Cu un salariu part-time de 300 de euro se pot acoperi chiria și, cu puțin noroc, întreținerea",poate,pot
Toată lumea care vrea să cumpere mașini pot să le încerce aici la târg.,Toată lumea care vrea să cumpere mașini poate să le încerce aici la târg.,pot,poate
"ce faceți cu ceilalți, care vroiau doar custodie unică?","ce faceți cu ceilalți, care voiau doar custodie unică?",vroiau,voiau
punem o anatemă foarte ușor,punem o etichetă foarte ușor,anatemă,etichetă
Pentru sprijinirea populației afectată de...,Pentru sprijinirea populației afectate de...,afectată,afectate
îl faceți să aștepte pe telefon pe domnul Astărăstoaie,îl faceți să aștepte la telefon pe domnul Astărăstoaie,pe,la
"Trebuie să reflectăm asupra trecutului, dar și al…","Trebuie să reflectăm asupra trecutului, dar și a…",al…,a…
în scurta declarație a vorbit că face apel să se înceteze (...),în scurta declarație a spus că face apel să se înceteze (...),vorbit,spus
"începând cu mâine, de la ora 13.00","începând de mâine, de la ora 13.00",cu,de
orice vizitator... nu poate s-o uite,niciun vizitator... nu poate s-o uite,orice,niciun
s-a discutat strategia de apărare și vulnerabilitățile României,s-au discutat strategia de apărare și vulnerabilitățile României,s-a,s-au
Grecii au ieșit din nou în stradă în timp ce Ungaria se pregătește pentru noi măsuri,"Grecii au ieșit din nou în stradă, în timp ce Ungaria se pregătește pentru noi măsuri",stradă,"stradă,"
din cauza căldurii înregistrată în Marea Britanie,din cauza căldurii înregistrate în Marea Britanie,înregistrată,înregistrate
procuratura a început să ia la bani mărunți pe unii lideri ai opoziției,procuratura a început să-i ia la bani mărunți pe unii lideri ai opoziției,să,să-i
"parcul nu este deschis în luna februarie, martie, noiembrie și a doua jumătate a lui ianuarie","parcul nu este deschis în lunile februarie, martie, noiembrie și a doua jumătate a lui ianuarie",luna,lunile
decid la această oră care dintre cei doi îi vor conduce,decid la această oră care dintre cei doi îi va conduce,vor,va
E foarte vast articolul.,E foarte bogat articolul.,vast,bogat
Mureșan: La atac cetățeni – proprietari de România!,"Mureșan: La atac, cetățeni – proprietari de România!",atac,"atac,"
și au mers către busuri sau către alte mijloace de transport,și au mers către autobuze sau către alte mijloace de transport,busuri,autobuze
finalul declarației făcută de senatorul...,finalul declarației făcute de senatorul...,făcută,făcute
au încercat să-l resuscite,au încercat să-l resusciteze,resuscite,resusciteze
a fost organizată și o exploziție de mașini modificate,a fost organizată și o expoziție de mașini modificate,exploziție,expoziție
să suplimenteze la maxim,să suplimenteze la maximum,maxim,maximum
ar fi trebuit să aibe loc mai multe zboruri,ar fi trebuit să aibă loc mai multe zboruri,aibe,aibă
arestați pt 29 de zile,arestați pentru 29 de zile,pt,pentru
vroiați de mult,voiați de mult,vroiați,voiați
"aproape 100 de oameni, victime ale intoxicațiilor cu fum, au fost internate","aproape 100 de oameni, victime ale intoxicațiilor cu fum, au fost internați",internate,internați
este o auto-acuzare a PSD,este o autoacuzare a PSD,auto-acuzare,autoacuzare
Cum l-ați receptat pe domnul Florescu?,Cum l-ați primit pe domnul Florescu?,receptat,primit
au așteptat doisprezece ore,au așteptat douăsprezece ore,doisprezece,douăsprezece
Ce vise au studenții?,Ce visuri au studenții?,vise,visuri
Dispunea cum vroia de banii aceștia?,Dispunea cum voia de banii aceștia?,vroia,voia
Va începe o bătălie pe funcții.,Va începe o bătălie pentru funcții.,pe,pentru
concerte ce trebuiau să aibe loc,concerte ce trebuiau să aibă loc,aibe,aibă
unu din șapte oameni au cont pe Facebook,unu din șapte oameni are cont pe Facebook,au,are
noul contract colectiv de muncă practic le înjumătățesc banii,noul contract colectiv de muncă practic le înjumătățește banii,înjumătățesc,înjumătățește
euro crește în continuare în raport cu euro,euro crește în continuare în raport cu leul,euro,leul
Nesiguranța și frica de a-și pierde partenera îi face pe bărbați să...,Nesiguranța și frica de a-și pierde partenera îi fac pe bărbați să...,face,fac
7 șoferi și-au avariat autoturismele în hăul din șosea,7 șoferi și-au avariat autoturismele în groapa din șosea,hăul,groapa
Politicieni treziți-vă!,"Politicieni, treziți-vă!",Politicieni,"Politicieni,"
Care verde mă?,"Care verde, mă?",verde,"verde,"
N-am crezut că este posibil dar acum îl iubesc și mai mult.,"N-am crezut că este posibil, dar acum îl iubesc și mai mult.",posibil,"posibil,"
Li s-a promis succes și îmbogățire peste noapte,Li s-au promis succes și îmbogățire peste noapte,s-a,s-au
nu vroia să se lase,nu voia să se lase,vroia,voia
Toată lumea care și-ar pierde actele ar putea să se trezească divorțați peste noapte.,Toată lumea care și-ar pierde actele ar putea să se trezească divorțată peste noapte.,divorțați,divorțată
atunci când se îmrumută,atunci când se împrumută,îmrumută,împrumută
OLTCHIM CAMPIOANĂ!,"OLTCHIM, CAMPIOANĂ!",OLTCHIM,"OLTCHIM,"
va filma pt. Avatar 2 în Groapa Marianelor,va filma pentru Avatar 2 în Groapa Marianelor,pt.,pentru
apelați la acestă pentru a interveni...,apelați la acesta pentru a interveni...,acestă,acesta
E bine că-și mai amintește cineva despre ei.,E bine că-și mai amintește cineva de ei.,despre,de
"Din punct de vedere al statisticilor, al calculelor","Din punctul de vedere al statisticilor, al calculelor",punct,punctul
Toată lumea am impresia că este un campionat corect,Toată lumea are impresia că este un campionat corect,am,are
"Spuneți-ne, ce-s cu toate bunătățile astea?","Spuneți-ne, ce-i cu toate bunătățile astea?",ce-s,ce-i
CSK debut neconvingător,"CSK, debut neconvingător",CSK,"CSK,"
lui Petru îi trebuiesc cel puțin 2000 de euro,lui Petru îi trebuie cel puțin 2000 de euro,trebuiesc,trebuie
soprana cea mai bine plătită din lume,soprana cel mai bine plătită din lume,cea,cel
Fiecare dintre dânșii au fost în România în ultimele zile,Fiecare dintre dânșii a fost în România în ultimele zile,au,a
"fie că este vorba de fotbal,... sau tenis de masă","fie că este vorba de fotbal,... fie tenis de masă",sau,fie
Pe el [avionul cu reacție al lui Henri Coandă] s-au antrenat toți piloții români,Cu el [avionul cu reacție al lui Henri Coandă] s-au antrenat toți piloții români,Pe,Cu
Despre asta vroiam să vorbim în continuare,Despre asta voiam să vorbim în continuare,vroiam,voiam
am căutat printre modificări unele care zic eu că îi privește pe cetățenii români,am căutat printre modificări unele care zic eu că îi privesc pe cetățenii români,privește,privesc
un nor de praf a cărei compoziție a fost analizată,un nor de praf a cărui compoziție a fost analizată,cărei,cărui
mă număr printre cei care chiar lucram în televiziunea publică,mă număr printre cei care chiar lucrau în televiziunea publică,lucram,lucrau
care sunt modalitățile de achiziționare ale unui apartament?,care sunt modalitățile de achiziționare a unui apartament?,ale,a
vroiam să te întreb un singur lucru,voiam să te întreb un singur lucru,vroiam,voiam
am fost elev bun întodeauna,am fost elev bun întotdeauna,întodeauna,întotdeauna
"și o terasă unde vă puteți servi, dimineața, cafeaua","și o terasă unde vă puteți bea, dimineața, cafeaua","servi,","bea,"
mai vroia un sân,mai voia un sân,vroia,voia
SUA vor reduce ritmul de retragere a trupelor din Europa,SUA va reduce ritmul de retragere a trupelor din Europa,vor,va
"Orban și Constantin, să ia măsuri rapide în 2 luni!",Orban și Constantin să ia măsuri rapide în 2 luni!,"Constantin,",Constantin
Visele de avere se pot împlini,Visurile de avere se pot împlini,Visele,Visurile
Tânăra aflase că iubitul ei o înșeală.,Tânăra aflase că iubitul ei o înșală.,înșeală.,înșală.
de acum înainte vom trebui să plătim și pentru serviciile medicale,de acum înainte va trebui să plătim și pentru serviciile medicale,vom,va
Vorbim în continuare pe ultimele minute ale discuției noastre,Vorbim în continuare în ultimele minute ale discuției noastre,pe,în
vom discuta pe a doua parte despre soții Ceaușescu,vom discuta în a doua parte despre soții Ceaușescu,pe,în
"Premierul Emil Boc și ministrul Sănătății, Cseke Atilla vor fi dați în judecată","Premierul Emil Boc și ministrul Sănătății, Cseke Atilla, vor fi dați în judecată",Atilla,"Atilla,"
"Și cine era, decât dumneavoastră cu copilul?","Și cine era, doar dumneavoastră cu copilul?",decât,doar
profită la maxim de testul ăsta,profită la maximum de testul ăsta,maxim,maximum
"Da doamnă, de aici, din sac.","Da, doamnă, de aici, din sac.",Da,"Da,"
Dacă mă apuc să vă spun povești despre perioada aia vă țin până diseară,"Dacă mă apuc să vă spun povești despre perioada aia, vă țin până diseară",aia,"aia,"
scoateți din buzunar minim 160 de mii de euro,scoateți din buzunar minimum 160 de mii de euro,minim,minimum
Prețul gazelor naturale ar putea crește... cu douăsprezece la sută,Prețul gazelor naturale ar putea crește... cu doisprezece la sută,douăsprezece,doisprezece
Geani o să faci recurs?,"Geani, o să faci recurs?",Geani,"Geani,"
Tendința de scădere din ultimile șase luni,Tendința de scădere din ultimele șase luni,ultimile,ultimele
"angajații unei firme, care vroiau să instaleze...","angajații unei firme, care voiau să instaleze...",vroiau,voiau
nu candida că nu ai șanse,"nu candida, că nu ai șanse",candida,"candida,"
vroiam să discutăm,voiam să discutăm,vroiam,voiam
Noaptea turiștii pot face un tur al orașului,"Noaptea, turiștii pot face un tur al orașului",Noaptea,"Noaptea,"
Hainele pe care le văd aici nu sunt doar foarte bine croite ci și foarte frumoase,"Hainele pe care le văd aici nu sunt doar foarte bine croite, ci și foarte frumoase",croite,"croite,"
De unde vine canicula,De unde vine canicula?,canicula,canicula?
sunt singurul care vă spun tot timpul adevărul,sunt singurul care vă spune tot timpul adevărul,spun,spune
scrie cineva pă SMS,scrie cineva în SMS,pă,în
vroiam să-l întreb,voiam să-l întreb,vroiam,voiam
B[rbatul este stabilizat,Bărbatul este stabilizat,B[rbatul,Bărbatul
Viteza vântului este de 3 m/s iar această turbină.,"Viteza vântului este de 3 m/s, iar această turbină.",m/s,"m/s,"
Chiar dacă telegrama a ajuns la clubul toscan mai târziu decât prevede regulamentele,Chiar dacă telegrama a ajuns la clubul toscan mai târziu decât prevăd regulamentele,prevede,prevăd
poate vroia cineva să-i ducă ceva,poate voia cineva să-i ducă ceva,vroia,voia
rudele victimelor promit să își facă singuri dreptate,rudele victimelor promit să își facă singure dreptate,singuri,singure
atunci găsim implinirea,atunci găsim împlinirea,implinirea,împlinirea
când am intrat în politcă aveam 36 de ani,când am intrat în politică aveam 36 de ani,politcă,politică
într-unul dintre cele mai grele momente pe care Steaua îl are de trecut,într-unul dintre cele mai grele momente pe care Steaua le are de trecut,îl,le
satele în care vroiam să ajung,satele în care voiam să ajung,vroiam,voiam
"nu se văd ziua, dar se văd decât în club","nu se văd ziua, dar se văd doar în club",decât,doar
vroia să dea bani celor de la U. Cluj,voia să dea bani celor de la U. Cluj,vroia,voia
Eu am fost cel care la vremea aia am scris cartea,Eu am fost cel care la vremea aia a scris cartea,am,a
s-a ales naibii promisiunea,s-a dus naibii promisiunea,ales,dus
"Unde ajungem în ritmul ăsta, doamna profesor?","Unde ajungem în ritmul ăsta, doamna profesoară?",profesor?,profesoară?
nu vroia să încerce,nu voia să încerce,vroia,voia
schimbările astea de șef la Poliția din Craiova e un obicei,schimbările astea de șef la Poliția din Craiova sunt un obicei,e,sunt
le recomanzi să aibe obiecte asupra lor?,le recomanzi să aibă obiecte asupra lor?,aibe,aibă
"Și azi, 14.10.2010, Oltchim-ul este tot închis","Și azi, 14.10.2010, Oltchimul este tot închis",Oltchim-ul,Oltchimul
vom avea la anul un nou împrumut cu Fondul Monetar,vom avea la anul un nou împrumut la Fondul Monetar,cu,la
Rece mai ales dimineața dar iese soarele,"Rece mai ales dimineața, dar iese soarele",dimineața,"dimineața,"
conținutul site-urilor de știri nu au mai fost actualizat de la declanșarea grevei,conținutul site-urilor de știri nu a mai fost actualizat de la declanșarea grevei,au,a
șase pușcași marini au fost arestați fiind suspectați,"șase pușcași marini au fost arestați, fiind suspectați",arestați,"arestați,"
împotriva solicitării făcută de Victor Ciorbea către români,împotriva solicitării făcute de Victor Ciorbea către români,făcută,făcute
Dar n-are lumea treabă cu tine trebuie să vadă altcineva,"Dar n-are lumea treabă cu tine, trebuie să vadă altcineva",tine,"tine,"
nu vă rămâne decât să răspundeți provocării lansată de Antena 1,nu vă rămâne decât să răspundeți provocării lansate de Antena 1,lansată,lansate
Dacă mi-a scăpat mie vreo întrebare al cărui răspuns este important,Dacă mi-a scăpat mie vreo întrebare al cărei răspuns este important,cărui,cărei
să ia juma de timp de emisie,să ia jumătate de timp de emisie,juma,jumătate
Nu fă asta cu el,Nu face asta cu el,fă,face
Sistemul de impozitare al dividentelor este discriminatoriu pentru străini,Sistemul de impozitare a dividentelor este discriminatoriu pentru străini,al,a
Românii au președintele pe care și-l merită.,Românii au președintele pe care îl merită.,și-l,îl
"Ce se face toamna, se desface primăvara",Ce se face toamna se desface primăvara,"toamna,",toamna
Nervii șoferilor care vroiau să ajungă,Nervii șoferilor care voiau să ajungă,vroiau,voiau
"S-au pus gresie, s-a pus faianță","S-a pus gresie, s-a pus faianță",S-au,S-a
trebuie să aibe,trebuie să aibă,aibe,aibă
"nu voi fi om politic ca oricare altul ci, așa cum spunea Cristi Preda, unul atipic","nu voi fi om politic ca oricare altul, ci, așa cum spunea Cristi Preda, unul atipic",altul,"altul,"
ajungând la maximumul din ultimele 6 luni,ajungând la maximul din ultimele 6 luni,maximumul,maximul
"în liceu, copiii trebuiesc pregătiți pentru ambele variante","în liceu, copiii trebuie pregătiți pentru ambele variante",trebuiesc,trebuie
"Norul, pleacă!",Norul pleacă!,"Norul,",Norul
PLIMBAȚI PE BANII NOȘRTI,PLIMBAȚI PE BANII NOȘTRI,NOȘRTI,NOȘTRI
Europa ne priveste,Europa ne privește,priveste,privește
Dacă va apela la serviciile unei firme contractată prin licitație,Dacă va apela la serviciile unei firme contractate prin licitație,contractată,contractate
arestate pt. prostituție,arestate pentru prostituție,pt.,pentru
să luam bani,să luăm bani,luam,luăm
Am să trecem acum la un alt subiect major,O să trecem acum la un alt subiect major,Am,O
pedepse maxime împotriva…,pedepse maxime pentru…,împotriva…,pentru…
Făceți-l dumneavoastră mai mic,Faceți-l dumneavoastră mai mic,Făceți-l,Faceți-l
chiar dacă ar încărca mașina la maxim,chiar dacă ar încărca mașina la maximum,maxim,maximum
Aniversează 80 de ani de la constituire,Sărbătorește 80 de ani de la constituire,Aniversează,Sărbătorește
Cine e de vină,Cine e de vină?,vină,vină?
"Și cine era, decât dumneavoastră cu copilul?","Și cine era, numai dumneavoastră cu copilul?",decât,numai
o familie care au denunțat corupția,o familie care a denunțat corupția,au,a
giuvaierurile ei fastuoase,giuvaierele ei fastuoase,giuvaierurile,giuvaierele
va crea probleme guvernului,va crea probleme Guvernului,guvernului,Guvernului
Ce mananc.,Ce mănânc?,mananc.,mănânc?
două aspecte trebuiesc urmărite,două aspecte trebuie urmărite,trebuiesc,trebuie
Acea ființă ce va fi mai presus de el,Acea ființă care va fi mai presus de el,ce,care
un bărbat a murit iar alți doi...,"un bărbat a murit, iar alți doi...",murit,"murit,"
toți cei o sută de copii au servit aceeași mâncare,toți cei o sută de copii au mâncat aceeași mâncare,servit,mâncat
noi pornisem pe o cale,noi porniserăm pe o cale,pornisem,porniserăm
aflam și noi dacă să mai poate călători cu mașina,aflam și noi dacă se mai poate călători cu mașina,să,se
"avem aici, în plasmă, imaginile","avem aici, pe plasmă, imaginile",în,pe
Aș vrea să ne oprim puțin pentru că pe telefon este domnul Ioan Rus.,Aș vrea să ne oprim puțin pentru că la telefon este domnul Ioan Rus.,pe,la
accepta și le va respinge,accepta sau le va respinge,și,sau
încercau să aivă ceva semne distinctive,încercau să aibă ceva semne distinctive,aivă,aibă
poate maxim 30 de persoane,poate maximum 30 de persoane,maxim,maximum
majoritatea populației din America sunt de acord,majoritatea populației din America este de acord,sunt,este
Care-i sunt trăsăturile și ce culoare are ochii,Care-i sunt trăsăturile și ce culoare au ochii,are,au
Electoratul USL ar putea scade din cauza criticilor externe,Electoratul USL ar putea scădea din cauza criticilor externe,scade,scădea
PROBLEMELE SEMNALATE DE CE ÎN CAZUL NUMĂRULUI,PROBLEMELE SEMNALATE DE C.E. ÎN CAZUL NUMĂRULUI,CE,C.E.
În cadrul unei ceremonii desfășurată la...,În cadrul unei ceremonii desfășurate la...,desfășurată,desfășurate
Ritmul de creștere al salariilor nu are nicio legătură cu productivitatea muncii,Ritmul de creștere a salariilor nu are nicio legătură cu productivitatea muncii,al,a
"Curtea Constituțională, întrunită în ședință secretă dezbate legile austerității","Curtea Constituțională, întrunită în ședință secretă, dezbate legile austerității",secretă,"secretă,"
se va răci brusc în toată țăra,se va răci brusc în toată țara,țăra,țara
copilul a acuzat afecțiuni respiratorii,copilul a prezentat afecțiuni respiratorii,acuzat,prezentat
"În prezent, satul are 3.897 locuitori, prepoderent ucraineni.","În prezent, satul are 3.897 locuitori, preponderent ucraineni.",prepoderent,preponderent
"Delicate piese de porțelan francez (Limoges, Sèvres, Orléans, Paris, Chantilly, Vincennes, Saint-Cloud), cu puternice influențe orientale, stau alături de bijuteri din aur măiestrit confecționate la Paris  și Saumur.","Delicate piese de porțelan francez (Limoges, Sèvres, Orléans, Paris, Chantilly, Vincennes, Saint-Cloud), cu puternice influențe orientale, stau alături de bijuterii din aur măiestrit confecționate la Paris  și Saumur.",bijuteri,bijuterii
George Doichiță privitor la registrul stilistic al picturiilor sale.,George Doichiță privitor la registrul stilistic al picturilor sale.,picturiilor,picturilor
"Fiul său, dintro căsătorie morganatică, a fost Franz von Meran.","Fiul său, dintr-o căsătorie morganatică, a fost Franz von Meran.",dintro,dintr-o
"Verișoara lui, Gwen, i se alătură și ea, având puteri magice care au crescut semnificativ pe parcursul aniilor.","Verișoara lui, Gwen, i se alătură și ea, având puteri magice care au crescut semnificativ pe parcursul anilor.",aniilor.,anilor.
"În 1994, Merloni a avut o cifră de afacerii de 1.920 miliarde de lire, cu o cotă de piață de 10% în Europa.","În 1994, Merloni a avut o cifră de afaceri de 1.920 miliarde de lire, cu o cotă de piață de 10% în Europa.",afacerii,afaceri
"Omul negru poate fii folosit metaforic pentru a exprima o persoană sau un lucru, pentru care cineva are o frică irațională.","Omul negru poate fi folosit metaforic pentru a exprima o persoană sau un lucru, pentru care cineva are o frică irațională.",fii,fi
În urma impactului parbrizul și oglinda mașinii au fost sparte.,"În urma impactului, parbrizul și oglinda mașinii au fost sparte.",impactului,"impactului,"
Prima aplicațiie publică a fost jocul Snake.,Prima aplicație publică a fost jocul Snake.,aplicațiie,aplicație
"Stau să mă gândesc dacă nu e cumva numai o potrivire de nume, și să fie vorba de at Heinrich simonis.","Stau să mă gândesc dacă nu e cumva numai o potrivire de nume, și să fie vorba de at Heinrich Simonis.",simonis.,Simonis.
