sentence_incorrect,sentence_correct,wrong,correct
există mari șanse ca cei doi să levină din nou un cuplu,există mari șanse ca cei doi să devină din nou un cuplu,levină,devină
cei doi lideri au cwmandat fiecare câte un burger,cei doi lideri au comandat fiecare câte un burger,cwmandat,comandat
cei doi lideri au comnadat fiecare câte un burger,cei doi lideri au comandat fiecare câte un burger,comnadat,comandat
"ri nu mai au salariu (...), ori se trezesc cu pensiile diminuate","ori nu mai au salariu (...), ori se trezesc cu pensiile diminuate",ri,ori
"roi nu mai au salariu (...), ori se trezesc cu pensiile diminuate","ori nu mai au salariu (...), ori se trezesc cu pensiile diminuate",roi,ori
Democrația asta costă mutl,Democrația asta costă mult,mutl,mult
Democrația asta costă umlt,Democrația asta costă mult,umlt,mult
cum este și cazul doamnei iliana Ghervasiuc,cum este și cazul doamnei Liliana Ghervasiuc,iliana,Liliana
cum este și cazul doamnei Liilana Ghervasiuc,cum este și cazul doamnei Liliana Ghervasiuc,Liilana,Liliana
"Iar sistemele, cu precărere cel de învățământ, creau..g","Iar sistemele, cu precărere cel de învățământ, creau...",creau..g,creau...
"Iar sistemele, cu precărere cel de învățământ, crea...","Iar sistemele, cu precărere cel de învățământ, creau...",crea...,creau...
"Cotestată, Biserica Unionistă a oficiat 20.000 de nunți simultane în mai multe țări din lume","Contestată, Biserica Unionistă a oficiat 20.000 de nunți simultane în mai multe țări din lume","Cotestată,","Contestată,"
"Contesrată, Biserica Unionistă a oficiat 20.000 de nunți simultane în mai multe țări din lume","Contestată, Biserica Unionistă a oficiat 20.000 de nunți simultane în mai multe țări din lume","Contesrată,","Contestată,"
"un apel de urgență, un apel care vine ea 112","un apel de urgență, un apel care vine la 112",ea,la
"un apel de urgență, un apel care vine l 112","un apel de urgență, un apel care vine la 112",l,la
"Linișcește-te, mamă!","Liniștește-te, mamă!","Linișcește-te,","Liniștește-te,"
"Liniștepte-te, mamă!","Liniștește-te, mamă!","Liniștepte-te,","Liniștește-te,"
"unele străzi țxneau de 6, altele de București","unele străzi țineau de 6, altele de București",țxneau,țineau
"unele străzi țnieau de 6, altele de București","unele străzi țineau de 6, altele de București",țnieau,țineau
cncep să se limpezească lucrurile,încep să se limpezească lucrurile,cncep,încep
îcnep să se limpezească lucrurile,încep să se limpezească lucrurile,îcnep,încep
au ajuns la spital în urma unei bătiă între familii de romi,au ajuns la spital în urma unei bătăi între familii de romi,bătiă,bătăi
"doar că bandele de parcagii (...) nu se lasă dse cu una, cu două","doar că bandele de parcagii (...) nu se lasă duse cu una, cu două",dse,duse
"doar că bandele de parcagii (...) nu se lasă due cu una, cu două","doar că bandele de parcagii (...) nu se lasă duse cu una, cu două",due,duse
– Facți-mi rost de un soț!,– Faceți-mi rost de un soț!,Facți-mi,Faceți-mi
– Facețimi rost de un soț!,– Faceți-mi rost de un soț!,Facețimi,Faceți-mi
personalități de o forță uriașă nu pot fi oomrâte,personalități de o forță uriașă nu pot fi omorâte,oomrâte,omorâte
personalități de o forță uriașă nu pot fi omjrâte,personalități de o forță uriașă nu pot fi omorâte,omjrâte,omorâte
"Vă este xău, doamnă?","Vă este rău, doamnă?","xău,","rău,"
"Vă este ăru, doamnă?","Vă este rău, doamnă?","ăru,","rău,"
Suspendarea yea să respecte constituția și instituțiile,Suspendarea mea să respecte constituția și instituțiile,yea,mea
Suspendarea mae să respecte constituția și instituțiile,Suspendarea mea să respecte constituția și instituțiile,mae,mea
...de ce bărbatul s-ar complăcex să fie prins la mijloc între două femei,...de ce bărbatul s-ar complăcea să fie prins la mijloc între două femei,complăcex,complăcea
...de ce bărbatul s-ar comlpăcea să fie prins la mijloc între două femei,...de ce bărbatul s-ar complăcea să fie prins la mijloc între două femei,comlpăcea,complăcea
Autoritățile încercau să facă și ele ce pto.,Autoritățile încercau să facă și ele ce pot.,pto.,pot.
Autoritățile încercau să facă și ele ce pot,Autoritățile încercau să facă și ele ce pot.,pot,pot.
abia se mai putea ițne pe picioare,abia se mai putea ține pe picioare,ițne,ține
abia se mai putea țin pe picioare,abia se mai putea ține pe picioare,țin,ține
"femei ca Jenica, femei care luptă pentru copiii și nepoții olr","femei ca Jenica, femei care luptă pentru copiii și nepoții lor",olr,lor
"femei ca Jenica, femei care luptă pentru copiii și nepoții lr","femei ca Jenica, femei care luptă pentru copiii și nepoții lor",lr,lor
să nu cumpărăm și lucruri care nu ne trebui,să nu cumpărăm și lucruri care nu ne trebuie,trebui,trebuie
să nu cumpărăm și lucruri care nu ne trbuie,să nu cumpărăm și lucruri care nu ne trebuie,trbuie,trebuie
Aceste cazuri care ua ținut prima pagină au readus în atenția...,Aceste cazuri care au ținut prima pagină au readus în atenția...,ua,au
Aceste cazuri care a ținut prima pagină au readus în atenția...,Aceste cazuri care au ținut prima pagină au readus în atenția...,a,au
"Cristian Borcea, președintele executiv al clubului Dinamo Bucureși, va contesta ...","Cristian Borcea, președintele executiv al clubului Dinamo București,  va contesta ...","Bucureși,","București,"
"Cristian Borcea, președintele executiv al clubului Dinamo Bucureșri, va contesta ...","Cristian Borcea, președintele executiv al clubului Dinamo București,  va contesta ...","Bucureșri,","București,"
Voiau să vă întreb,Voiam să vă întreb,Voiau,Voiam
Voaim să vă întreb,Voiam să vă întreb,Voaim,Voiam
defsășurate la Oslo scăderea importurilor din,desfășurate la Oslo scăderea importurilor din,defsășurate,desfășurate
defășurate la Oslo scăderea importurilor din,desfășurate la Oslo scăderea importurilor din,defășurate,desfășurate
aFceți-vă scenariul!,Faceți-vă scenariul!,aFceți-vă,Faceți-vă
Facețd-vă scenariul!,Faceți-vă scenariul!,Facețd-vă,Faceți-vă
"nî imagini, se vede cum...","în imagini, se vede cum...",nî,în
"nî imagini, se vede cum...","în imagini, se vede cum...",nî,în
"legea privind stocarea datelorc declarată neconstituțională, împiedică desfășurarea ...","legea privind stocarea datelor, declarată neconstituțională, împiedică desfășurarea ...",datelorc,"datelor,"
"legea privind stocarea daelor, declarată neconstituțională, împiedică desfășurarea ...","legea privind stocarea datelor, declarată neconstituțională, împiedică desfășurarea ...","daelor,","datelor,"
unde se ra întâlni cu președintele,unde se va întâlni cu președintele,ra,va
unde se v întâlni cu președintele,unde se va întâlni cu președintele,v,va
trebuei să analizăm.,trebuie să analizăm.,trebuei,trebuie
trbuie să analizăm.,trebuie să analizăm.,trbuie,trebuie
Săracul Boc prin câte a trecug…,Săracul Boc prin câte a trecut…,trecug…,trecut…
Săracul Boc prin câte a treuct…,Săracul Boc prin câte a trecut…,treuct…,trecut…
ca să ne aducem aminte cu toții ed acest subiect,ca să ne aducem aminte cu toții de acest subiect,ed,de
ca să ne aducem aminte cu toții d acest subiect,ca să ne aducem aminte cu toții de acest subiect,d,de
Acele stereotipuri megate de culori,Acele stereotipuri legate de culori,megate,legate
Acele stereotipuri legjte de culori,Acele stereotipuri legate de culori,legjte,legate
astfel de calamități aprute în urma cutremurelor,astfel de calamități apărute în urma cutremurelor,aprute,apărute
astfel de calamități apărjte în urma cutremurelor,astfel de calamități apărute în urma cutremurelor,apărjte,apărute
"Am încercat cu ricul, dar nu am reușit","Am încercat cu cricul, dar nu am reușit","ricul,","cricul,"
"Am încercat cu crcul, dar nu am reușit","Am încercat cu cricul, dar nu am reușit","crcul,","cricul,"
frumoase cmopuse de...,frumoase compuse de...,cmopuse,compuse
frumoase ompuse de...,frumoase compuse de...,ompuse,compuse
faci și economie ep trei ani,faci și economie pe trei ani,ep,pe
faci și economie e trei ani,faci și economie pe trei ani,e,pe
"Ce waci, mamă?","Ce faci, mamă?","waci,","faci,"
"Ce fwci, mamă?","Ce faci, mamă?","fwci,","faci,"
"și dacă este diagnosticat la timp, manifestările pot","și, dacă este diagnosticat la timp, manifestările pot",și,"și,"
"fi, dacă este diagnosticat la timp, manifestările pot","și, dacă este diagnosticat la timp, manifestările pot","fi,","și,"
voam să vă întreb,voiam să vă întreb,voam,voiam
vbiam să vă întreb,voiam să vă întreb,vbiam,voiam
de a le înveeli sufletele,de a le înveseli sufletele,înveeli,înveseli
de a le înevseli sufletele,de a le înveseli sufletele,înevseli,înveseli
vă văd o femeie care știr,vă văd o femeie care știe,știr,știe
se întâmlpă zilnic,se întâmplă zilnic,întâmlpă,întâmplă
se întmâplă zilnic,se întâmplă zilnic,întmâplă,întâmplă
Chiar voiim să te întreb apropo de...,Chiar voiam să te întreb apropo de...,voiim,voiam
Chiar vioam să te întreb apropo de...,Chiar voiam să te întreb apropo de...,vioam,voiam
Omul care u stat cel mai mult,Omul care a stat cel mai mult,u,a
să faă un credit,să facă un credit,faă,facă
să faăc un credit,să facă un credit,faăc,facă
balonul fiind transmis ni extremis,balonul fiind transmis in extremis,ni,in
balonul fiind transmis ni extremis,balonul fiind transmis in extremis,ni,in
am ajuns a finalul emisiunii,am ajuns la finalul emisiunii,a,la
am ajuns a finalul emisiunii,am ajuns la finalul emisiunii,a,la
"Ar fi frumos să-i vedem bucuroși, zucând fotbalul [...]","Ar fi frumos să-i vedem bucuroși, jucând fotbalul [...]",zucând,jucând
"Ar fi frumos să-i vedem bucuroși, jcuând fotbalul [...]","Ar fi frumos să-i vedem bucuroși, jucând fotbalul [...]",jcuând,jucând
Domnul mniistru (n.r. Gheorghe Pogea) a venit?,Domnul ministru (n.r. Gheorghe Pogea) a venit?,mniistru,ministru
Domnul ministur (n.r. Gheorghe Pogea) a venit?,Domnul ministru (n.r. Gheorghe Pogea) a venit?,ministur,ministru
"Nu știam că el ar face orice pentru ele, jragile sale","Nu știam că el ar face orice pentru ele, dragile sale",jragile,dragile
"Nu știam că el ar face orice pentru ele, draglie sale","Nu știam că el ar face orice pentru ele, dragile sale",draglie,dragile
Adevărul dureros: bărbații înșală,Adevărul dureros: bărbații înșală!,înșală,înșală!
Adevărul dureros: bărbații înială!,Adevărul dureros: bărbații înșală!,înială!,înșală!
2 ANI DE SACRIFICII. CE A FOST GREZ A TRECUT?,2 ANI DE SACRIFICII. CE A FOST GREU A TRECUT?,GREZ,GREU
2 ANI DE SACRIFICII. CE A FOST GERU A TRECUT?,2 ANI DE SACRIFICII. CE A FOST GREU A TRECUT?,GERU,GREU
nu avea decât mwximum 20 la sută,nu avea decât maximum 20 la sută,mwximum,maximum
nu avea decât maxzmum 20 la sută,nu avea decât maximum 20 la sută,maxzmum,maximum
rentru care guvernul și-a asumat răspunderea,pentru care guvernul și-a asumat răspunderea,rentru,pentru
penru care guvernul și-a asumat răspunderea,pentru care guvernul și-a asumat răspunderea,penru,pentru
Mulye unități au trecut,Multe unități au trecut,Mulye,Multe
Mutle unități au trecut,Multe unități au trecut,Mutle,Multe
A izs că a băut ceva cu prietenii.,A zis că a băut ceva cu prietenii.,izs,zis
A ois că a băut ceva cu prietenii.,A zis că a băut ceva cu prietenii.,ois,zis
"nu e croect, dar asta este","nu e corect, dar asta este","croect,","corect,"
"nu e coerct, dar asta este","nu e corect, dar asta este","coerct,","corect,"
În urma unei acțiuni deqfășurate de agenții FBI,În urma unei acțiuni desfășurate de agenții FBI,deqfășurate,desfășurate
În urma unei acțiuni edsfășurate de agenții FBI,În urma unei acțiuni desfășurate de agenții FBI,edsfășurate,desfășurate
"Amor între directorul liceului Traian și eleva s,a Gabriela","Amor între directorul liceului Traian și eleva sa, Gabriela","s,a","sa,"
Amor între directorul liceului Traian și eleva sa Gabriela,"Amor între directorul liceului Traian și eleva sa, Gabriela",sa,"sa,"
"Kovesi are grad de colonel, dar nu a făcut rmata","Kovesi are grad de colonel, dar nu a făcut armata",rmata,armata
"Kovesi are grad de colonel, dar nu a făcut aramta","Kovesi are grad de colonel, dar nu a făcut armata",aramta,armata
"în același timp o să mă gândesc și lj mine cum am luat, tot așa, o mică păcăleală","în același timp o să mă gândesc și la mine cum am luat, tot așa, o mică păcăleală",lj,la
"în același timp o să mă gândesc și ja mine cum am luat, tot așa, o mică păcăleală","în același timp o să mă gândesc și la mine cum am luat, tot așa, o mică păcăleală",ja,la
"Apropo de fotografii, voaim să vă întreb","Apropo de fotografii, voiam să vă întreb",voaim,voiam
"Apropo de fotografii, voia să vă întreb","Apropo de fotografii, voiam să vă întreb",voia,voiam
îi spunea lui al telefon,îi spunea lui la telefon,al,la
îi spunea lui al telefon,îi spunea lui la telefon,al,la
la exercițiu ua participat polițiștii,la exercițiu au participat polițiștii,ua,au
la exercițiu a participat polițiștii,la exercițiu au participat polițiștii,a,au
conform prognozei daet de meteorologi,conform prognozei date de meteorologi,daet,date
conform prognozei dtae de meteorologi,conform prognozei date de meteorologi,dtae,date
N-avea cum să nu gibă hainele murdare,N-avea cum să nu aibă hainele murdare,gibă,aibă
N-avea cum să nu aibp hainele murdare,N-avea cum să nu aibă hainele murdare,aibp,aibă
pariuri ale crei geamuri sunt sparte,pariuri ale cărei geamuri sunt sparte,crei,cărei
pariuri ale crăei geamuri sunt sparte,pariuri ale cărei geamuri sunt sparte,crăei,cărei
l-am folosit pentru operațiuni argou,l-am folosit pentru operațiuni cargou,argou,cargou
l-am folosit pentru operațiuni carogu,l-am folosit pentru operațiuni cargou,carogu,cargou
restul au fost preocupați ae aruncarea petardelor,restul au fost preocupați de aruncarea petardelor,ae,de
restul au fost preocupați ed aruncarea petardelor,restul au fost preocupați de aruncarea petardelor,ed,de
Tinerii vor lua cu asalt porțile unităților și ae școlilor de profil,Tinerii vor lua cu asalt porțile unităților și ale școlilor de profil,ae,ale
Tinerii vor lua cu asalt porțile unităților și alm școlilor de profil,Tinerii vor lua cu asalt porțile unităților și ale școlilor de profil,alm,ale
"Dacă îl țineați pe copi, poate că viața dumneavoastră ar fi fost altfel","Dacă îl țineați pe copil, poate că viața dumneavoastră ar fi fost altfel","copi,","copil,"
"Dacă îl țineați pe nopil, poate că viața dumneavoastră ar fi fost altfel","Dacă îl țineați pe copil, poate că viața dumneavoastră ar fi fost altfel","nopil,","copil,"
"Hbidu, audiat de procurori","Huidu, audiat de procurori","Hbidu,","Huidu,"
"Huid,u audiat de procurori","Huidu, audiat de procurori","Huid,u","Huidu,"
"apoi viu împlinirea, podiumul, medaliile","apoi vin împlinirea, podiumul, medaliile",viu,vin
votam să bifez și eu restanța aceea,voiam să bifez și eu restanța aceea,votam,voiam
voam să bifez și eu restanța aceea,voiam să bifez și eu restanța aceea,voam,voiam
vestea deciziei luae de Guvernul italian,vestea deciziei luate de Guvernul italian,luae,luate
vestea deciziei lutae de Guvernul italian,vestea deciziei luate de Guvernul italian,lutae,luate
vniau neapărat să plece,voiau neapărat să plece,vniau,voiau
vziau neapărat să plece,voiau neapărat să plece,vziau,voiau
Înviată de liț,Înviată de bliț,liț,bliț
Înviată de biț,Înviată de bliț,biț,bliț
"ședința a început cu întârziere, cea ce a dus la ceartă","ședința a început cu întârziere, ceea ce a dus la ceartă",cea,ceea
"ședința a început cu întârziere, ceae ce a dus la ceartă","ședința a început cu întârziere, ceea ce a dus la ceartă",ceae,ceea
Aici se montează un mintanc,Aici se montează un minitanc,mintanc,minitanc
Aici se montează un minitacn,Aici se montează un minitanc,minitacn,minitanc
Luni este ultima zi de semnare a contracteor de credit,Luni este ultima zi de semnare a contractelor de credit,contracteor,contractelor
Luni este ultima zi de semnare a contrcatelor de credit,Luni este ultima zi de semnare a contractelor de credit,contrcatelor,contractelor
"Auul, și nu dolarul va fi folosit ca valoare de referință","Aurul, și nu dolarul va fi folosit ca valoare de referință","Auul,","Aurul,"
"uArul, și nu dolarul va fi folosit ca valoare de referință","Aurul, și nu dolarul va fi folosit ca valoare de referință","uArul,","Aurul,"
Compania Renault a fost obliată să retragă o reclamă,Compania Renault a fost obligată să retragă o reclamă,obliată,obligată
Compania Renault a fost obligtă să retragă o reclamă,Compania Renault a fost obligată să retragă o reclamă,obligtă,obligată
"Și cine-i Lazarus ăsta, că ovia teren","Și cine-i Lazarus ăsta, că voia teren",ovia,voia
"Și cine-i Lazarus ăsta, că ovia teren","Și cine-i Lazarus ăsta, că voia teren",ovia,voia
dacă în trei zile maximug nu este operat,dacă în trei zile maximum nu este operat,maximug,maximum
dacă în trei zile mximum nu este operat,dacă în trei zile maximum nu este operat,mximum,maximum
"Ce-ai făut, mă nenorocitule?","Ce-ai făcut, mă nenorocitule?","făut,","făcut,"
"Ce-ai făcun, mă nenorocitule?","Ce-ai făcut, mă nenorocitule?","făcun,","făcut,"
"Ca m concluzie, ce-ar trebui să facem?","Ca o concluzie, ce-ar trebui să facem?",m,o
"Ca c concluzie, ce-ar trebui să facem?","Ca o concluzie, ce-ar trebui să facem?",c,o
au obligația de a yeni de mai multe ori,au obligația de a veni de mai multe ori,yeni,veni
au obligația de a vlni de mai multe ori,au obligația de a veni de mai multe ori,vlni,veni
"vino aici și mută furtuunl, că n-ajunge","vino aici și mută furtunul, că n-ajunge","furtuunl,","furtunul,"
vino aici și mută furtunul că n-ajunge,"vino aici și mută furtunul, că n-ajunge",furtunul,"furtunul,"
O zi a nervilor întinși la maximnm.,O zi a nervilor întinși la maximum.,maximnm.,maximum.
O zi a nervilor întinși la yaximum.,O zi a nervilor întinși la maximum.,yaximum.,maximum.
"ascunde opt miliarde, pe care ulterior el va împărți cu ...","ascunde opt miliarde, pe care ulterior le va împărți cu ...",el,le
"ascunde opt miliarde, pe care ulterior el va împărți cu ...","ascunde opt miliarde, pe care ulterior le va împărți cu ...",el,le
numai să agbă afecțiunea,numai să aibă afecțiunea,agbă,aibă
numai să awbă afecțiunea,numai să aibă afecțiunea,awbă,aibă
Fiind nominalizat de douăzeci și nua de ori…,Fiind nominalizat de douăzeci și una de ori…,nua,una
Fiind nominalizat de douăzeci și uan de ori…,Fiind nominalizat de douăzeci și una de ori…,uan,una
"și drebuie împușcați, omorâți","și trebuie împușcați, omorâți",drebuie,trebuie
"și trebdie împușcați, omorâți","și trebuie împușcați, omorâți",trebdie,trebuie
"Poliția s-a autosesizt, iar Cristian Sima este căutat","Poliția s-a autosesizat, iar Cristian Sima este căutat","autosesizt,","autosesizat,"
"Poliția s-a autosesiza,t iar Cristian Sima este căutat","Poliția s-a autosesizat, iar Cristian Sima este căutat","autosesiza,t","autosesizat,"
Se pregăetsc astfel o mini-remaniere guvernamentală și o reorganizare a echipei...,Se pregătesc astfel o mini-remaniere guvernamentală și o reorganizare a echipei...,pregăetsc,pregătesc
Se pregătsec astfel o mini-remaniere guvernamentală și o reorganizare a echipei...,Se pregătesc astfel o mini-remaniere guvernamentală și o reorganizare a echipei...,pregătsec,pregătesc
Cum sărbătorește Arșinle 71 de ani?,Cum sărbătorește Arșinel 71 de ani?,Arșinle,Arșinel
Cum sărbătorește Arșniel 71 de ani?,Cum sărbătorește Arșinel 71 de ani?,Arșniel,Arșinel
"De-asta vodam să vă întreb, doamna doctor …","De-asta voiam să vă întreb, doamna doctor …",vodam,voiam
500 de mp din plafonul complexului s-u prăbușit,500 de mp din plafonul complexului s-au prăbușit,s-u,s-au
500 de mp din plafonul complexului s-at prăbușit,500 de mp din plafonul complexului s-au prăbușit,s-at,s-au
"Mutu este un jucător bu,n dar nu sacrific un jucător pentru el","Mutu este un jucător bun, dar nu sacrific un jucător pentru el","bu,n","bun,"
"Mutu este un jucător buk, dar nu sacrific un jucător pentru el","Mutu este un jucător bun, dar nu sacrific un jucător pentru el","buk,","bun,"
Condițiile în care își trăiesc anii bărâneții cei care au...,Condițiile în care își trăiesc anii bătrâneții cei care au...,bărâneții,bătrâneții
Condițiile în care își trăiesc anii bătrânții cei care au...,Condițiile în care își trăiesc anii bătrâneții cei care au...,bătrânții,bătrâneții
"Domnule Turcanu, ce credeți că s-a întâmplat aici?","Domnule Țurcanu, ce credeți că s-a întâmplat aici?","Turcanu,","Țurcanu,"
"Domnule Țurvanu, ce credeți că s-a întâmplat aici?","Domnule Țurcanu, ce credeți că s-a întâmplat aici?","Țurvanu,","Țurcanu,"
Vrea jă introducă,Vrea să introducă,jă,să
Vrea jă introducă,Vrea să introducă,jă,să
Faceți cunoștință cu cele mai cunoscte surori.,Faceți cunoștință cu cele mai cunoscute surori.,cunoscte,cunoscute
Faceți cunoștință cu cele mai unoscute surori.,Faceți cunoștință cu cele mai cunoscute surori.,unoscute,cunoscute
Aceasta rpecedă o altă manifestare.,Aceasta precedă o altă manifestare.,rpecedă,precedă
Aceasta hrecedă o altă manifestare.,Aceasta precedă o altă manifestare.,hrecedă,precedă
vorbim despre cât de probablă este producerea unui astfel de cutremur,vorbim despre cât de probabilă este producerea unui astfel de cutremur,probablă,probabilă
vorbim despre cât de probbailă este producerea unui astfel de cutremur,vorbim despre cât de probabilă este producerea unui astfel de cutremur,probbailă,probabilă
"Secretarul de stat de la Educație, Oana Baea, spune că un primar a încercat să-i dea mită","Secretarul de stat de la Educație, Oana Badea, spune că un primar a încercat să-i dea mită","Baea,","Badea,"
"Secretarul de stat de la Educație, Oana Badea spune că un primar a încercat să-i dea mită","Secretarul de stat de la Educație, Oana Badea, spune că un primar a încercat să-i dea mită",Badea,"Badea,"
Să curgă ivnul!,Să curgă vinul!,ivnul!,vinul!
Să curgă vinlu!,Să curgă vinul!,vinlu!,vinul!
"Fratele grefierei ar fi încercat s-o interneze la Psihiarie, dar femeia s-a opus","Fratele grefierei ar fi încercat s-o interneze la Psihiatrie, dar femeia s-a opus","Psihiarie,","Psihiatrie,"
"Fratele grefierei ar fi încercat s-o interneze la Psihiatre, dar femeia s-a opus","Fratele grefierei ar fi încercat s-o interneze la Psihiatrie, dar femeia s-a opus","Psihiatre,","Psihiatrie,"
"sa nu mai au salariu (...), sau se trezesc cu pensiile diminuate","sau nu mai au salariu (...), sau se trezesc cu pensiile diminuate",sa,sau
"sbu nu mai au salariu (...), sau se trezesc cu pensiile diminuate","sau nu mai au salariu (...), sau se trezesc cu pensiile diminuate",sbu,sau
Uie-l aici! E mic.,Uite-l aici! E mic.,Uie-l,Uite-l
Uyte-l aici! E mic.,Uite-l aici! E mic.,Uyte-l,Uite-l
"nu a avut aceeași șansă, hu ghilimelele de rigoare","nu a avut aceeași șansă, cu ghilimelele de rigoare",hu,cu
"nu a avut aceeași șansă, nu ghilimelele de rigoare","nu a avut aceeași șansă, cu ghilimelele de rigoare",nu,cu
Al unei femei afalte în această situație,Al unei femei aflate în această situație,afalte,aflate
Al unei femei aflath în această situație,Al unei femei aflate în această situație,aflath,aflate
ăștia de clasa a douălprezecea,ăștia de clasa a douăsprezecea,douălprezecea,douăsprezecea
ăștia de clasa a dousprezecea,ăștia de clasa a douăsprezecea,dousprezecea,douăsprezecea
opoziția ar putea îgcepe procedura de suspendare,opoziția ar putea începe procedura de suspendare,îgcepe,începe
opoziția ar putea încee procedura de suspendare,opoziția ar putea începe procedura de suspendare,încee,începe
"programul ințiial, 8-20, va fi prelungit cu 4 ore","programul inițial, 8-20, va fi prelungit cu 4 ore","ințiial,","inițial,"
"programul hnițial, 8-20, va fi prelungit cu 4 ore","programul inițial, 8-20, va fi prelungit cu 4 ore","hnițial,","inițial,"
Voyai să-l testezi.,Voiai să-l testezi.,Voyai,Voiai
oiai să-l testezi.,Voiai să-l testezi.,oiai,Voiai
"Se bazează pe informații noi, care ar fi ieși la iveală în ultimele luni","Se bazează pe informații noi, care ar fi ieșit la iveală în ultimele luni",ieși,ieșit
"Se bazează pe informații noi, care ar fi iezit la iveală în ultimele luni","Se bazează pe informații noi, care ar fi ieșit la iveală în ultimele luni",iezit,ieșit
a transformat țara asta într-un spital de nebuni ondus de (...),a transformat țara asta într-un spital de nebuni condus de (...),ondus,condus
a transformat țara asta într-un spital de nebuni codnus de (...),a transformat țara asta într-un spital de nebuni condus de (...),codnus,condus
ce viam să spun,ce voiam să spun,viam,voiam
ce oviam să spun,ce voiam să spun,oviam,voiam
Prinși sub trcator,Prinși sub tractor,trcator,tractor
Prinși sub tarctor,Prinși sub tractor,tarctor,tractor
"î avem pregătit, îl discutăm și îl vom implementa","îl avem pregătit, îl discutăm și îl vom implementa",î,îl
"lî avem pregătit, îl discutăm și îl vom implementa","îl avem pregătit, îl discutăm și îl vom implementa",lî,îl
Douăsdrezece mii de galbeni,Douăsprezece mii de galbeni,Douăsdrezece,Douăsprezece
Douăspreezce mii de galbeni,Douăsprezece mii de galbeni,Douăspreezce,Douăsprezece
Steaua e el mai bine clasată,Steaua e cel mai bine clasată,el,cel
Steaua e ecl mai bine clasată,Steaua e cel mai bine clasată,ecl,cel
Psihiatrii se tem ăc nu-și vor mai putea trata pacienții așa cum trebuie,Psihiatrii se tem că nu-și vor mai putea trata pacienții așa cum trebuie,ăc,că
Psihiatrii se tem ă nu-și vor mai putea trata pacienții așa cum trebuie,Psihiatrii se tem că nu-și vor mai putea trata pacienții așa cum trebuie,ă,că
Ca să vedeți în același timp uă noi nu cunoaștem adevărul,Ca să vedeți în același timp că noi nu cunoaștem adevărul,uă,că
Ca să vedeți în același timp ăc noi nu cunoaștem adevărul,Ca să vedeți în același timp că noi nu cunoaștem adevărul,ăc,că
Lupta conitnuă,Lupta continuă,conitnuă,continuă
Lupta contnuă,Lupta continuă,contnuă,continuă
"Pentru o viață sănătoasă, consumați zilnic minimu doi litri de lichide","Pentru o viață sănătoasă, consumați zilnic minimum doi litri de lichide",minimu,minimum
"Pentru o viață sănătoasă, consumați zilnic mniimum doi litri de lichide","Pentru o viață sănătoasă, consumați zilnic minimum doi litri de lichide",mniimum,minimum
Vă rog să rămâneți ld telefon!,Vă rog să rămâneți la telefon!,ld,la
Vă rog să rămâneți va telefon!,Vă rog să rămâneți la telefon!,va,la
aș vrea să vă rog să rămâneți al telefon,aș vrea să vă rog să rămâneți la telefon,al,la
aș vrea să vă rog să rămâneți lx telefon,aș vrea să vă rog să rămâneți la telefon,lx,la
a testat cu suces o rachetă,a testat cu succes o rachetă,suces,succes
a testat cu succe o rachetă,a testat cu succes o rachetă,succe,succes
am rămas absolut haluicnat,am rămas absolut halucinat,haluicnat,halucinat
am rămas absolut halcuinat,am rămas absolut halucinat,halcuinat,halucinat
Eu am cmpresia că el crede că tu mi-ai dat mie,Eu am impresia că el crede că tu mi-ai dat mie,cmpresia,impresia
Eu am imqresia că el crede că tu mi-ai dat mie,Eu am impresia că el crede că tu mi-ai dat mie,imqresia,impresia
sunt aproape doyăsprezece mii,sunt aproape douăsprezece mii,doyăsprezece,douăsprezece
sunt aproape douăsprezmce mii,sunt aproape douăsprezece mii,douăsprezmce,douăsprezece
au intrat în alerăt,au intrat în alertă,alerăt,alertă
au intrat în alerta,au intrat în alertă,alerta,alertă
"Trebuie văzut, de fapt, ce s- întâmplat, și aicea, procurorii DNA...","Trebuie văzut, de fapt, ce s-a întâmplat, și aicea, procurorii DNA...",s-,s-a
el sărau’ nu știe,el săracu’ nu știe,sărau’,săracu’
el săracz’ nu știe,el săracu’ nu știe,săracz’,săracu’
"și a devenit ceva geeral, toată lumea, când are o problemă de sănătate, e din cauza stresului","și a devenit ceva general, toată lumea, când are o problemă de sănătate, e din cauza stresului","geeral,","general,"
"și a devenit ceva egneral, toată lumea, când are o problemă de sănătate, e din cauza stresului","și a devenit ceva general, toată lumea, când are o problemă de sănătate, e din cauza stresului","egneral,","general,"
Spuneți nu crizi!,Spuneți nu crizei!,crizi!,crizei!
Spuneți nu cirzei!,Spuneți nu crizei!,cirzei!,crizei!
"Din pumctul de vedere al alimentației, există o dietă care să dea anii înapoi?","Din punctul de vedere al alimentației, există o dietă care să dea anii înapoi?",pumctul,punctul
"Din pnctul de vedere al alimentației, există o dietă care să dea anii înapoi?","Din punctul de vedere al alimentației, există o dietă care să dea anii înapoi?",pnctul,punctul
"eMssi, așteptat în România","Messi, așteptat în România","eMssi,","Messi,"
"Mfssi, așteptat în România","Messi, așteptat în România","Mfssi,","Messi,"
a tras îtruna,a tras întruna,îtruna,întruna
a tras ntruna,a tras întruna,ntruna,întruna
